stop_id,graph_degree,Degree,Closeness,Betweenness,in_largest_component,stop_name,stop_lat,stop_lon,station_cluster,is_station,route_count,routes_serving,is_major_hub_cluster,max_pax_per_vehicle_hour_2024_serving_route
2978,5,0.0006207324643078833,0.043488864030591656,0.006057518746357664,True,Overlea Blvd at Don Mills Rd West Side,43.709806,-79.335392,,False,6,"100,25,325,403,72,925",False,61.1
2986,3,0.00037243947858473,0.04227597618540732,0.00039956739519068804,True,Overlea Blvd at William Morgan Dr West Side,43.708042,-79.341737,,False,5,"100,25,325,403,72",False,61.1
4518,5,0.0006207324643078833,0.042990028698881515,0.005852225910956637,True,Overlea Blvd at Thorncliffe Park Dr (East) West Side,43.707457,-79.344198,,False,4,"100,156,25,925",False,56.8
2977,2,0.00024829298572315333,0.04218196749044832,0.0,True,46 Overlea Blvd,43.706973,-79.34627,,False,3,"100,156,25",False,56.8
8012,4,0.0004965859714463067,0.04337956134660344,0.007492990321619501,True,Overlea Blvd at Thorncliffe Park Dr (West),43.705197,-79.349856,,False,4,"100,156,25,925",False,56.8
12127,4,0.0004965859714463067,0.041604401328742054,0.0019056210794136505,True,Overlea Blvd at Leaside Park Dr,43.703546,-79.351559,,False,5,"100,156,25,325,72",False,61.1
2927,4,0.0004965859714463067,0.04034796890390709,0.0010863873440001921,True,Millwood Rd at Overlea Blvd South Side,43.701557,-79.352492,,False,5,"100,25,325,51,72",False,61.1
16696,2,0.00024829298572315333,0.03880897324567781,0.00014680537937693244,True,Pape Ave at Hopedale Ave,43.696837,-79.349451,,False,4,"100,25,325,72",False,61.1
5988,3,0.00037243947858473,0.03939019173151088,0.00032029760313797764,True,Pape Ave at O'Connor Dr,43.693358,-79.350465,,False,4,"100,25,325,72",False,61.1
16623,3,0.00037243947858473,0.04091070895209916,0.005515723209657342,True,O'Connor Dr at Hopedale Ave,43.692948,-79.352006,,False,3,"100,25,8",False,56.8
16621,2,0.00024829298572315333,0.042615782450730624,0.0055701856513293655,True,Broadview Ave at Don Valley Dr,43.690627,-79.35537,,False,3,"100,25,8",False,56.8
653,5,0.0006207324643078833,0.04449179626205915,0.016203372780563746,True,Broadview Ave at Cosburn Ave South Side,43.688182,-79.355485,,False,6,"100,25,322,8,87,925",False,72.0
656,2,0.00024829298572315333,0.0426022387973799,0.0031382908677036973,True,Broadview Ave at Hillside Dr,43.686476,-79.356194,,False,5,"100,25,322,8,87",False,72.0
659,3,0.00037243947858473,0.04086767918291995,0.0030191989051178186,True,Broadview Ave at Pottery Rd South Side,43.683554,-79.357145,,False,6,"100,25,322,62,8,87",False,72.0
651,2,0.00024829298572315333,0.04063149517188049,5.222620468293594e-06,True,Broadview Ave at Chester Hill Rd,43.681397,-79.357724,,False,6,"100,25,322,62,8,87",False,72.0
649,2,0.00024829298572315333,0.04205404576779436,0.00011254958662262,True,876 Broadview Ave,43.679749,-79.358155,,False,6,"100,25,322,62,8,87",False,72.0
660,5,0.0006207324643078833,0.04389447686999614,0.00023531719875096582,True,Broadview Ave at Pretoria Ave,43.678521,-79.358476,,False,6,"100,25,322,62,8,87",False,72.0
14635,12,0.00148975791433892,0.04589603335505777,8.847812842708422e-05,True,Broadview Station,43.677011,-79.358044,Broadview Station,True,1,100,False,47.9
2979,3,0.00037243947858473,0.04042177974978889,0.0022628299001046337,True,Overlea Blvd at Millwood Rd East Side,43.702452,-79.35223,,False,4,"100,156,325,72",False,61.1
2980,2,0.00024829298572315333,0.041688502466030564,0.0016298058639145348,True,Overlea Blvd at Leaside Park Dr East Side,43.703699,-79.350961,,False,4,"100,156,325,72",False,61.1
4520,5,0.0006207324643078833,0.04347428985694379,0.011794029711806708,True,Overlea Blvd at Thorncliffe Park Dr (West),43.704776,-79.349853,,False,5,"100,156,325,72,925",False,61.1
2988,2,0.00024829298572315333,0.04227442075336909,0.0,True,Overlea Blvd at East York Town Centre (East Side),43.706974,-79.345216,,False,1,100,False,47.9
8011,4,0.0004965859714463067,0.04309460377030017,0.009191460478106506,True,Overlea Blvd at Thorncliffe Park Dr (East),43.70725,-79.344028,,False,2,"100,925",False,47.9
2987,4,0.0004965859714463067,0.0424041358601489,0.0006770852352220442,True,Overlea Blvd at William Morgan Dr,43.707837,-79.341551,,False,4,"100,325,403,72",False,61.1
3635,2,0.00024829298572315333,0.040685962360693745,0.0004137672255734521,True,Gateway Blvd South Side at Don Mills Rd East Side,43.710049,-79.333744,,False,3,"100,403,72",False,61.1
9507,2,0.00024829298572315333,0.04013615480218243,0.00037325226617524024,True,Gateway Blvd at Sunny Glenway (West),43.710587,-79.331417,,False,3,"100,403,72",False,61.1
3636,4,0.0004965859714463067,0.040783751764727844,0.0022121745344151,True,Gateway Blvd South Side at Grenoble Dr South Side,43.711661,-79.330127,,False,3,"100,403,72",False,61.1
3692,2,0.00024829298572315333,0.03918695264375968,8.21877219461124e-05,True,Grenoble Dr at Spanbridge Rd North Side,43.713269,-79.32674,,False,1,100,False,47.9
3694,2,0.00024829298572315333,0.03841398276445714,0.00018053640337686747,True,Grenoble Dr at Vendome Pl West Side,43.715557,-79.328566,,False,1,100,False,47.9
3690,2,0.00024829298572315333,0.03916214799745708,0.0002221783163730336,True,Grenoble Dr at Grenoble Dr,43.716171,-79.330001,,False,1,100,False,47.9
