Page,Metric,Route,2019,2020,2021,2022,2023,2024,Recovery_2020_pct,Recovery_2021_pct,Recovery_2022_pct,Recovery_2023_pct,Recovery_2024_pct
28,PM Peak Vehicles,937 ISLINGTON EXPRESS,7,,7,8,8,8,0,100,114,114,114
35,PM Peak Vehicles,938 HIGHLAND CREEK EXPRESS,,,,,4,4,,,,,
35,PM Peak Vehicles,939 FINCH EXPRESS,32,,23,21,37,27,0,72,66,116,84
35,PM Peak Vehicles,941 KEELE EXPRESS,9,,11,9,8,8,0,122,100,89,89
35,PM Peak Vehicles,944 KIPLING SOUTH EXPRESS,4,,4,4,4,4,0,100,100,100,100
35,PM Peak Vehicles,945 KIPLING EXPRESS,7,,11,10,10,8,0,157,143,143,114
35,PM Peak Vehicles,952 LAWRENCE WEST EXPRESS,11,,12,12,14,8,0,109,109,127,73
35,PM Peak Vehicles,953 STEELES EAST EXPRESS,18,,18,18,4,3,0,100,100,22,17
35,PM Peak Vehicles,954 LAWRENCE EAST EXPRESS,8,,8,8,10,10,0,100,100,125,125
35,PM Peak Vehicles,960 STEELES WEST EXPRESS,5,,18,18,21,21,0,360,360,420,420
35,PM Peak Vehicles,968 WARDEN EXPRESS,,,,6,6,5,,,,,
35,PM Peak Vehicles,984 SHEPPARD WEST EXPRESS,10,,10,10,8,8,0,100,100,80,80
35,PM Peak Vehicles,985 SHEPPARD EAST EXPRESS,17,,17,17,20,9,0,100,100,118,53
35,PM Peak Vehicles,986 SCARBOROUGH EXPRESS,5,7,6,6,7,7,140,120,120,140,140
35,PM Peak Vehicles,989 WESTON EXPRESS,10,,10,10,10,9,0,100,100,100,90
35,PM Peak Vehicles,995 YORK MILLS EXPRESS,7,,11,11,9,13,0,157,157,129,186
35,PM Peak Vehicles,996 WILSON EXPRESS,12,,12,16,22,22,0,100,133,183,183
35,PM Peak Vehicles,501 QUEEN,44,13,57,49,26,30,30,130,111,59,68
35,PM Peak Vehicles,501B QUEEN BUS,,,,,21,,,,,,
35,PM Peak Vehicles,503 KINGSTON RD.TRIPPER,17,20,14,16,13,12,118,82,94,76,71
35,PM Peak Vehicles,504 KING,44,17,46,43,26,27,39,105,98,59,61
35,PM Peak Vehicles,504B KING BUS,,,,,10,,,,,,
35,PM Peak Vehicles,505 DUNDAS,32,19,20,18,19,15,59,63,56,59,47
35,PM Peak Vehicles,506 CARLTON,22,27,31,37,19,19,123,141,168,86,86
35,PM Peak Vehicles,507 LONG BRANCH,,,,,8,8,,,,,
35,PM Peak Vehicles,508 LAKESHORE,5,,,,5,5,0,0,0,100,100
35,PM Peak Vehicles,509 HARBOURFRONT,6,6,6,7,5,4,100,100,117,83,67
35,PM Peak Vehicles,510 SPADINA,14,14,14,14,14,35,100,100,100,100,250
35,PM Peak Vehicles,511 BATHURST,12,19,11,11,9,15,158,92,92,75,125
35,PM Peak Vehicles,512 ST.CLAIR,18,16,13,16,31,10,89,72,89,172,56
35,PM Peak Vehicles,All Local Bus Routes,1240,1197,1064,1139,1171,1182,97,86,92,94,95
35,PM Peak Vehicles,All Express Bus Routes,283,38,272,284,311,296,13,96,100,110,105
35,PM Peak Vehicles,All Streetcar Routes,214,151,212,211,206,180,71,99,99,96,84
35,PM Peak Vehicles,All Bus Routes,1523,1235,1336,1423,1482,1478,81,88,93,97,97
35,PM Peak Vehicles,All Surface Routes,1737,1386,1548,1634,1688,1658,80,89,94,97,95
