Page,Metric,Route,Year,Value,Recovery_Rate_pct
30,Vehicle Hours,945 KIPLING EXPRESS,2020,,0
30,Vehicle Hours,945 KIPLING EXPRESS,2021,97,124
30,Vehicle Hours,945 KIPLING EXPRESS,2022,98,126
30,Vehicle Hours,945 KIPLING EXPRESS,2023,102,131
30,Vehicle Hours,945 KIPLING EXPRESS,2024,77,99
30,Vehicle Hours,952 LAWRENCE WEST EXPRESS,2019,99,
30,Vehicle Hours,952 LAWRENCE WEST EXPRESS,2020,,0
30,Vehicle Hours,952 LAWRENCE WEST EXPRESS,2021,108,109
30,Vehicle Hours,952 LAWRENCE WEST EXPRESS,2022,108,109
30,Vehicle Hours,952 LAWRENCE WEST EXPRESS,2023,128,129
30,Vehicle Hours,952 LAWRENCE WEST EXPRESS,2024,132,133
30,Vehicle Hours,953 STEELES EAST EXPRESS,2019,154,
30,Vehicle Hours,953 STEELES EAST EXPRESS,2020,,0
30,Vehicle Hours,953 STEELES EAST EXPRESS,2021,149,97
30,Vehicle Hours,953 STEELES EAST EXPRESS,2022,149,97
30,Vehicle Hours,953 STEELES EAST EXPRESS,2023,50,32
30,Vehicle Hours,953 STEELES EAST EXPRESS,2024,39,25
30,Vehicle Hours,954 LAWRENCE EAST EXPRESS,2019,60,
30,Vehicle Hours,954 LAWRENCE EAST EXPRESS,2020,,0
30,Vehicle Hours,954 LAWRENCE EAST EXPRESS,2021,58,97
30,Vehicle Hours,954 LAWRENCE EAST EXPRESS,2022,60,100
30,Vehicle Hours,954 LAWRENCE EAST EXPRESS,2023,76,127
30,Vehicle Hours,954 LAWRENCE EAST EXPRESS,2024,80,133
30,Vehicle Hours,960 STEELES WEST EXPRESS,2019,46,
30,Vehicle Hours,960 STEELES WEST EXPRESS,2020,,0
30,Vehicle Hours,960 STEELES WEST EXPRESS,2021,284,617
30,Vehicle Hours,960 STEELES WEST EXPRESS,2022,280,609
30,Vehicle Hours,960 STEELES WEST EXPRESS,2023,292,635
30,Vehicle Hours,960 STEELES WEST EXPRESS,2024,341,741
30,Vehicle Hours,968 WARDEN EXPRESS,2022,45,
30,Vehicle Hours,968 WARDEN EXPRESS,2023,55,
30,Vehicle Hours,968 WARDEN EXPRESS,2024,47,
30,Vehicle Hours,984 SHEPPARD WEST EXPRESS,2019,99,
30,Vehicle Hours,984 SHEPPARD WEST EXPRESS,2020,,0
30,Vehicle Hours,984 SHEPPARD WEST EXPRESS,2021,89,90
30,Vehicle Hours,984 SHEPPARD WEST EXPRESS,2022,91,92
30,Vehicle Hours,984 SHEPPARD WEST EXPRESS,2023,76,77
30,Vehicle Hours,984 SHEPPARD WEST EXPRESS,2024,76,77
30,Vehicle Hours,985 SHEPPARD EAST EXPRESS,2019,172,
30,Vehicle Hours,985 SHEPPARD EAST EXPRESS,2020,,0
30,Vehicle Hours,985 SHEPPARD EAST EXPRESS,2021,169,98
30,Vehicle Hours,985 SHEPPARD EAST EXPRESS,2022,169,98
30,Vehicle Hours,985 SHEPPARD EAST EXPRESS,2023,249,145
30,Vehicle Hours,985 SHEPPARD EAST EXPRESS,2024,65,38
30,Vehicle Hours,986 SCARBOROUGH EXPRESS,2019,54,
30,Vehicle Hours,986 SCARBOROUGH EXPRESS,2020,78,144
30,Vehicle Hours,986 SCARBOROUGH EXPRESS,2021,67,124
30,Vehicle Hours,986 SCARBOROUGH EXPRESS,2022,67,124
30,Vehicle Hours,986 SCARBOROUGH EXPRESS,2023,69,128
30,Vehicle Hours,986 SCARBOROUGH EXPRESS,2024,69,128
30,Vehicle Hours,989 WESTON EXPRESS,2019,75,
30,Vehicle Hours,989 WESTON EXPRESS,2020,,0
30,Vehicle Hours,989 WESTON EXPRESS,2021,83,111
30,Vehicle Hours,989 WESTON EXPRESS,2022,85,113
30,Vehicle Hours,989 WESTON EXPRESS,2023,85,113
30,Vehicle Hours,989 WESTON EXPRESS,2024,80,107
30,Vehicle Hours,995 YORK MILLS EXPRESS,2019,116,
30,Vehicle Hours,995 YORK MILLS EXPRESS,2020,,0
30,Vehicle Hours,995 YORK MILLS EXPRESS,2021,125,108
30,Vehicle Hours,995 YORK MILLS EXPRESS,2022,124,107
30,Vehicle Hours,995 YORK MILLS EXPRESS,2023,129,111
30,Vehicle Hours,995 YORK MILLS EXPRESS,2024,212,183
30,Vehicle Hours,996 WILSON EXPRESS,2019,154,
30,Vehicle Hours,996 WILSON EXPRESS,2020,,0
30,Vehicle Hours,996 WILSON EXPRESS,2021,148,96
30,Vehicle Hours,996 WILSON EXPRESS,2022,174,113
30,Vehicle Hours,996 WILSON EXPRESS,2023,298,194
30,Vehicle Hours,996 WILSON EXPRESS,2024,331,215
30,Vehicle Hours,501 QUEEN,2019,417,
30,Vehicle Hours,501 QUEEN,2020,532,128
30,Vehicle Hours,501 QUEEN,2021,1056,253
30,Vehicle Hours,501 QUEEN,2022,838,201
30,Vehicle Hours,501 QUEEN,2023,463,111
30,Vehicle Hours,501 QUEEN,2024,536,129
30,Vehicle Hours,501B QUEEN BUS,2023,317,
30,Vehicle Hours,503 KINGSTON RD.TRIPPER,2019,205,
30,Vehicle Hours,503 KINGSTON RD.TRIPPER,2020,162,79
30,Vehicle Hours,503 KINGSTON RD.TRIPPER,2021,178,87
30,Vehicle Hours,503 KINGSTON RD.TRIPPER,2022,185,90
30,Vehicle Hours,503 KINGSTON RD.TRIPPER,2023,252,123
30,Vehicle Hours,503 KINGSTON RD.TRIPPER,2024,255,124
30,Vehicle Hours,504 KING,2019,482,
30,Vehicle Hours,504 KING,2020,315,65
30,Vehicle Hours,504 KING,2021,840,174
30,Vehicle Hours,504 KING,2022,768,159
30,Vehicle Hours,504 KING,2023,564,117
30,Vehicle Hours,504 KING,2024,581,121
30,Vehicle Hours,504B KING BUS,2023,169,
30,Vehicle Hours,505 DUNDAS,2019,483,
30,Vehicle Hours,505 DUNDAS,2020,322,67
30,Vehicle Hours,505 DUNDAS,2021,353,73
30,Vehicle Hours,505 DUNDAS,2022,321,66
30,Vehicle Hours,505 DUNDAS,2023,363,75
30,Vehicle Hours,505 DUNDAS,2024,301,62
30,Vehicle Hours,506 CARLTON,2019,473,
30,Vehicle Hours,506 CARLTON,2020,492,104
30,Vehicle Hours,506 CARLTON,2021,580,123
30,Vehicle Hours,506 CARLTON,2022,626,132
30,Vehicle Hours,506 CARLTON,2023,374,79
30,Vehicle Hours,506 CARLTON,2024,364,77
30,Vehicle Hours,507 LONG BRANCH,2023,157,
30,Vehicle Hours,507 LONG BRANCH,2024,170,
30,Vehicle Hours,508 LAKESHORE,2019,32,
30,Vehicle Hours,508 LAKESHORE,2020,,0
30,Vehicle Hours,508 LAKESHORE,2021,,0
30,Vehicle Hours,508 LAKESHORE,2022,,0
30,Vehicle Hours,508 LAKESHORE,2023,34,106
30,Vehicle Hours,508 LAKESHORE,2024,38,119
30,Vehicle Hours,509 HARBOURFRONT,2019,126,
30,Vehicle Hours,509 HARBOURFRONT,2020,126,100
30,Vehicle Hours,509 HARBOURFRONT,2021,127,101
30,Vehicle Hours,509 HARBOURFRONT,2022,130,103
30,Vehicle Hours,509 HARBOURFRONT,2023,106,84
30,Vehicle Hours,509 HARBOURFRONT,2024,78,62
30,Vehicle Hours,510 SPADINA,2019,268,
30,Vehicle Hours,510 SPADINA,2020,268,100
30,Vehicle Hours,510 SPADINA,2021,265,99
30,Vehicle Hours,510 SPADINA,2022,265,99
30,Vehicle Hours,510 SPADINA,2023,267,100
30,Vehicle Hours,510 SPADINA,2024,496,185
30,Vehicle Hours,511 BATHURST,2019,219,
30,Vehicle Hours,511 BATHURST,2020,323,147
30,Vehicle Hours,511 BATHURST,2021,214,98
30,Vehicle Hours,511 BATHURST,2022,213,97
30,Vehicle Hours,511 BATHURST,2023,176,80
30,Vehicle Hours,511 BATHURST,2024,297,136
30,Vehicle Hours,512 ST.CLAIR,2019,345,
30,Vehicle Hours,512 ST.CLAIR,2020,309,90
30,Vehicle Hours,512 ST.CLAIR,2021,257,74
30,Vehicle Hours,512 ST.CLAIR,2022,304,88
30,Vehicle Hours,512 ST.CLAIR,2023,446,129
30,Vehicle Hours,512 ST.CLAIR,2024,218,63
30,Vehicle Hours,All Local Bus Routes,2019,19775,
30,Vehicle Hours,All Local Bus Routes,2020,18985,96
30,Vehicle Hours,All Local Bus Routes,2021,17505,89
30,Vehicle Hours,All Local Bus Routes,2022,18069,91
30,Vehicle Hours,All Local Bus Routes,2023,18717,95
30,Vehicle Hours,All Local Bus Routes,2024,19857,100
30,Vehicle Hours,All Express Bus Routes,2019,3310,
30,Vehicle Hours,All Express Bus Routes,2020,518,16
30,Vehicle Hours,All Express Bus Routes,2021,3325,100
30,Vehicle Hours,All Express Bus Routes,2022,3393,103
30,Vehicle Hours,All Express Bus Routes,2023,3834,116
30,Vehicle Hours,All Express Bus Routes,2024,4107,124
30,Vehicle Hours,All Streetcar Routes,2019,3050,
30,Vehicle Hours,All Streetcar Routes,2020,2849,93
30,Vehicle Hours,All Streetcar Routes,2021,3870,127
30,Vehicle Hours,All Streetcar Routes,2022,3650,120
30,Vehicle Hours,All Streetcar Routes,2023,3688,121
30,Vehicle Hours,All Streetcar Routes,2024,3334,109
30,Vehicle Hours,All Bus Routes,2019,23085,
30,Vehicle Hours,All Bus Routes,2020,19503,84
30,Vehicle Hours,All Bus Routes,2021,20830,90
30,Vehicle Hours,All Bus Routes,2022,21462,93
30,Vehicle Hours,All Bus Routes,2023,22551,98
30,Vehicle Hours,All Bus Routes,2024,23964,104
30,Vehicle Hours,All Surface Routes,2019,26135,
30,Vehicle Hours,All Surface Routes,2020,22352,86
30,Vehicle Hours,All Surface Routes,2021,24700,95
30,Vehicle Hours,All Surface Routes,2022,25112,96
30,Vehicle Hours,All Surface Routes,2023,26239,100
30,Vehicle Hours,All Surface Routes,2024,27298,104
31,Vehicle Kilometres,938 HIGHLAND CREEK EXPRESS,2023,487,
31,Vehicle Kilometres,938 HIGHLAND CREEK EXPRESS,2024,476,
31,Vehicle Kilometres,939 FINCH EXPRESS,2019,12293,
31,Vehicle Kilometres,939 FINCH EXPRESS,2020,,0
31,Vehicle Kilometres,939 FINCH EXPRESS,2021,9041,74
31,Vehicle Kilometres,939 FINCH EXPRESS,2022,8510,69
31,Vehicle Kilometres,939 FINCH EXPRESS,2023,10073,82
31,Vehicle Kilometres,939 FINCH EXPRESS,2024,10658,87
31,Vehicle Kilometres,941 KEELE EXPRESS,2019,902,
31,Vehicle Kilometres,941 KEELE EXPRESS,2020,,0
31,Vehicle Kilometres,941 KEELE EXPRESS,2021,1291,143
31,Vehicle Kilometres,941 KEELE EXPRESS,2022,1693,188
31,Vehicle Kilometres,941 KEELE EXPRESS,2023,1045,116
31,Vehicle Kilometres,941 KEELE EXPRESS,2024,1249,138
31,Vehicle Kilometres,944 KIPLING SOUTH EXPRESS,2019,1142,
31,Vehicle Kilometres,944 KIPLING SOUTH EXPRESS,2020,,0
31,Vehicle Kilometres,944 KIPLING SOUTH EXPRESS,2021,1142,100
31,Vehicle Kilometres,944 KIPLING SOUTH EXPRESS,2022,1081,95
31,Vehicle Kilometres,944 KIPLING SOUTH EXPRESS,2023,854,75
31,Vehicle Kilometres,944 KIPLING SOUTH EXPRESS,2024,876,77
31,Vehicle Kilometres,945 KIPLING EXPRESS,2019,1898,
31,Vehicle Kilometres,945 KIPLING EXPRESS,2020,,0
31,Vehicle Kilometres,945 KIPLING EXPRESS,2021,2069,109
31,Vehicle Kilometres,945 KIPLING EXPRESS,2022,2183,115
31,Vehicle Kilometres,945 KIPLING EXPRESS,2023,2209,116
31,Vehicle Kilometres,945 KIPLING EXPRESS,2024,1645,87
31,Vehicle Kilometres,952 LAWRENCE WEST EXPRESS,2019,2137,
31,Vehicle Kilometres,952 LAWRENCE WEST EXPRESS,2020,,0
31,Vehicle Kilometres,952 LAWRENCE WEST EXPRESS,2021,2279,107
31,Vehicle Kilometres,952 LAWRENCE WEST EXPRESS,2022,2403,112
31,Vehicle Kilometres,952 LAWRENCE WEST EXPRESS,2023,2628,123
31,Vehicle Kilometres,952 LAWRENCE WEST EXPRESS,2024,2634,123
31,Vehicle Kilometres,953 STEELES EAST EXPRESS,2019,3225,
31,Vehicle Kilometres,953 STEELES EAST EXPRESS,2020,,0
31,Vehicle Kilometres,953 STEELES EAST EXPRESS,2021,3040,94
31,Vehicle Kilometres,953 STEELES EAST EXPRESS,2022,3045,94
31,Vehicle Kilometres,953 STEELES EAST EXPRESS,2023,2105,65
31,Vehicle Kilometres,953 STEELES EAST EXPRESS,2024,838,26
31,Vehicle Kilometres,954 LAWRENCE EAST EXPRESS,2019,1375,
31,Vehicle Kilometres,954 LAWRENCE EAST EXPRESS,2020,,0
31,Vehicle Kilometres,954 LAWRENCE EAST EXPRESS,2021,1348,98
31,Vehicle Kilometres,954 LAWRENCE EAST EXPRESS,2022,1348,98
31,Vehicle Kilometres,954 LAWRENCE EAST EXPRESS,2023,1517,110
31,Vehicle Kilometres,954 LAWRENCE EAST EXPRESS,2024,1642,119
31,Vehicle Kilometres,960 STEELES WEST EXPRESS,2019,867,
31,Vehicle Kilometres,960 STEELES WEST EXPRESS,2020,,0
31,Vehicle Kilometres,960 STEELES WEST EXPRESS,2021,6181,713
31,Vehicle Kilometres,960 STEELES WEST EXPRESS,2022,5323,614
31,Vehicle Kilometres,960 STEELES WEST EXPRESS,2023,6450,744
31,Vehicle Kilometres,960 STEELES WEST EXPRESS,2024,6460,745
31,Vehicle Kilometres,968 WARDEN EXPRESS,2022,1182,
31,Vehicle Kilometres,968 WARDEN EXPRESS,2023,1183,
31,Vehicle Kilometres,968 WARDEN EXPRESS,2024,1023,
31,Vehicle Kilometres,984 SHEPPARD WEST EXPRESS,2019,1798,
31,Vehicle Kilometres,984 SHEPPARD WEST EXPRESS,2020,,0
31,Vehicle Kilometres,984 SHEPPARD WEST EXPRESS,2021,1818,101
31,Vehicle Kilometres,984 SHEPPARD WEST EXPRESS,2022,1770,98
31,Vehicle Kilometres,984 SHEPPARD WEST EXPRESS,2023,1683,94
31,Vehicle Kilometres,984 SHEPPARD WEST EXPRESS,2024,1433,80
31,Vehicle Kilometres,985 SHEPPARD EAST EXPRESS,2019,3346,
31,Vehicle Kilometres,985 SHEPPARD EAST EXPRESS,2020,,0
31,Vehicle Kilometres,985 SHEPPARD EAST EXPRESS,2021,3267,98
31,Vehicle Kilometres,985 SHEPPARD EAST EXPRESS,2022,3249,97
31,Vehicle Kilometres,985 SHEPPARD EAST EXPRESS,2023,4529,135
31,Vehicle Kilometres,985 SHEPPARD EAST EXPRESS,2024,1185,35
31,Vehicle Kilometres,986 SCARBOROUGH EXPRESS,2019,1309,
31,Vehicle Kilometres,986 SCARBOROUGH EXPRESS,2020,2091,160
31,Vehicle Kilometres,986 SCARBOROUGH EXPRESS,2021,1763,135
31,Vehicle Kilometres,986 SCARBOROUGH EXPRESS,2022,1730,132
31,Vehicle Kilometres,986 SCARBOROUGH EXPRESS,2023,1551,118
31,Vehicle Kilometres,986 SCARBOROUGH EXPRESS,2024,1550,118
31,Vehicle Kilometres,989 WESTON EXPRESS,2019,1363,
31,Vehicle Kilometres,989 WESTON EXPRESS,2020,,0
31,Vehicle Kilometres,989 WESTON EXPRESS,2021,1533,112
31,Vehicle Kilometres,989 WESTON EXPRESS,2022,1601,117
31,Vehicle Kilometres,989 WESTON EXPRESS,2023,1510,111
31,Vehicle Kilometres,989 WESTON EXPRESS,2024,1526,112
31,Vehicle Kilometres,995 YORK MILLS EXPRESS,2019,2489,
31,Vehicle Kilometres,995 YORK MILLS EXPRESS,2020,,0
31,Vehicle Kilometres,995 YORK MILLS EXPRESS,2021,2565,103
31,Vehicle Kilometres,995 YORK MILLS EXPRESS,2022,2547,102
31,Vehicle Kilometres,995 YORK MILLS EXPRESS,2023,1815,73
31,Vehicle Kilometres,995 YORK MILLS EXPRESS,2024,4162,167
31,Vehicle Kilometres,996 WILSON EXPRESS,2019,2982,
31,Vehicle Kilometres,996 WILSON EXPRESS,2020,,0
31,Vehicle Kilometres,996 WILSON EXPRESS,2021,2994,100
31,Vehicle Kilometres,996 WILSON EXPRESS,2022,4336,145
31,Vehicle Kilometres,996 WILSON EXPRESS,2023,5875,197
31,Vehicle Kilometres,996 WILSON EXPRESS,2024,6544,219
31,Vehicle Kilometres,501 QUEEN,2019,8932,
31,Vehicle Kilometres,501 QUEEN,2020,7165,80
31,Vehicle Kilometres,501 QUEEN,2021,13143,147
31,Vehicle Kilometres,501 QUEEN,2022,9904,111
31,Vehicle Kilometres,501 QUEEN,2023,5061,57
31,Vehicle Kilometres,501 QUEEN,2024,5505,62
31,Vehicle Kilometres,501B QUEEN BUS,2023,3090,
31,Vehicle Kilometres,503 KINGSTON RD.TRIPPER,2019,2299,
31,Vehicle Kilometres,503 KINGSTON RD.TRIPPER,2020,1684,73
31,Vehicle Kilometres,503 KINGSTON RD.TRIPPER,2021,2000,87
31,Vehicle Kilometres,503 KINGSTON RD.TRIPPER,2022,1941,84
31,Vehicle Kilometres,503 KINGSTON RD.TRIPPER,2023,2675,116
31,Vehicle Kilometres,503 KINGSTON RD.TRIPPER,2024,2724,118
31,Vehicle Kilometres,504 KING,2019,8090,
31,Vehicle Kilometres,504 KING,2020,3416,42
31,Vehicle Kilometres,504 KING,2021,10223,126
31,Vehicle Kilometres,504 KING,2022,9477,117
31,Vehicle Kilometres,504 KING,2023,5523,68
31,Vehicle Kilometres,504 KING,2024,5930,73
31,Vehicle Kilometres,504B KING BUS,2023,1754,
31,Vehicle Kilometres,505 DUNDAS,2019,6558,
31,Vehicle Kilometres,505 DUNDAS,2020,3664,56
31,Vehicle Kilometres,505 DUNDAS,2021,4025,61
31,Vehicle Kilometres,505 DUNDAS,2022,3221,49
31,Vehicle Kilometres,505 DUNDAS,2023,3432,52
31,Vehicle Kilometres,505 DUNDAS,2024,3023,46
31,Vehicle Kilometres,506 CARLTON,2019,5458,
31,Vehicle Kilometres,506 CARLTON,2020,6319,116
31,Vehicle Kilometres,506 CARLTON,2021,6912,127
31,Vehicle Kilometres,506 CARLTON,2022,6834,125
31,Vehicle Kilometres,506 CARLTON,2023,3713,68
31,Vehicle Kilometres,506 CARLTON,2024,4144,76
31,Vehicle Kilometres,507 LONG BRANCH,2023,1696,
31,Vehicle Kilometres,507 LONG BRANCH,2024,2195,
31,Vehicle Kilometres,508 LAKESHORE,2019,395,
31,Vehicle Kilometres,508 LAKESHORE,2020,,0
31,Vehicle Kilometres,508 LAKESHORE,2021,,0
31,Vehicle Kilometres,508 LAKESHORE,2022,,0
31,Vehicle Kilometres,508 LAKESHORE,2023,398,101
31,Vehicle Kilometres,508 LAKESHORE,2024,433,110
31,Vehicle Kilometres,509 HARBOURFRONT,2019,1417,
31,Vehicle Kilometres,509 HARBOURFRONT,2020,1425,101
31,Vehicle Kilometres,509 HARBOURFRONT,2021,1417,100
31,Vehicle Kilometres,509 HARBOURFRONT,2022,1444,102
31,Vehicle Kilometres,509 HARBOURFRONT,2023,1205,85
31,Vehicle Kilometres,509 HARBOURFRONT,2024,689,49
31,Vehicle Kilometres,510 SPADINA,2019,2457,
31,Vehicle Kilometres,510 SPADINA,2020,2457,100
31,Vehicle Kilometres,510 SPADINA,2021,2408,98
31,Vehicle Kilometres,510 SPADINA,2022,2405,98
31,Vehicle Kilometres,510 SPADINA,2023,2295,93
31,Vehicle Kilometres,510 SPADINA,2024,4615,188
31,Vehicle Kilometres,511 BATHURST,2019,2296,
31,Vehicle Kilometres,511 BATHURST,2020,4000,174
31,Vehicle Kilometres,511 BATHURST,2021,1878,82
31,Vehicle Kilometres,511 BATHURST,2022,1885,82
31,Vehicle Kilometres,511 BATHURST,2023,1547,67
31,Vehicle Kilometres,511 BATHURST,2024,2653,116
31,Vehicle Kilometres,512 ST.CLAIR,2019,3952,
31,Vehicle Kilometres,512 ST.CLAIR,2020,3476,88
31,Vehicle Kilometres,512 ST.CLAIR,2021,2936,74
31,Vehicle Kilometres,512 ST.CLAIR,2022,3475,88
31,Vehicle Kilometres,512 ST.CLAIR,2023,4822,122
31,Vehicle Kilometres,512 ST.CLAIR,2024,2547,64
31,Vehicle Kilometres,All Local Bus Routes,2019,344832,
31,Vehicle Kilometres,All Local Bus Routes,2020,337089,98
31,Vehicle Kilometres,All Local Bus Routes,2021,309878,90
31,Vehicle Kilometres,All Local Bus Routes,2022,316204,92
31,Vehicle Kilometres,All Local Bus Routes,2023,304480,88
31,Vehicle Kilometres,All Local Bus Routes,2024,337144,98
31,Vehicle Kilometres,All Express Bus Routes,2019,71628,
31,Vehicle Kilometres,All Express Bus Routes,2020,14743,21
31,Vehicle Kilometres,All Express Bus Routes,2021,71525,100
31,Vehicle Kilometres,All Express Bus Routes,2022,73144,102
31,Vehicle Kilometres,All Express Bus Routes,2023,76515,107
31,Vehicle Kilometres,All Express Bus Routes,2024,83768,117
31,Vehicle Kilometres,All Streetcar Routes,2019,41854,
31,Vehicle Kilometres,All Streetcar Routes,2020,33606,80
31,Vehicle Kilometres,All Streetcar Routes,2021,44942,107
31,Vehicle Kilometres,All Streetcar Routes,2022,40586,97
31,Vehicle Kilometres,All Streetcar Routes,2023,37211,89
31,Vehicle Kilometres,All Streetcar Routes,2024,34458,82
31,Vehicle Kilometres,All Bus Routes,2019,416460,
31,Vehicle Kilometres,All Bus Routes,2020,351832,84
31,Vehicle Kilometres,All Bus Routes,2021,381403,92
31,Vehicle Kilometres,All Bus Routes,2022,389348,93
31,Vehicle Kilometres,All Bus Routes,2023,380995,91
31,Vehicle Kilometres,All Bus Routes,2024,420912,101
31,Vehicle Kilometres,All Surface Routes,2019,458314,
31,Vehicle Kilometres,All Surface Routes,2020,385438,84
31,Vehicle Kilometres,All Surface Routes,2021,426345,93
31,Vehicle Kilometres,All Surface Routes,2022,429934,94
31,Vehicle Kilometres,All Surface Routes,2023,418206,91
31,Vehicle Kilometres,All Surface Routes,2024,455370,99
32,Passengers/Vehicle hour,938 HIGHLAND CREEK EXPRESS,2023,35.7,
32,Passengers/Vehicle hour,938 HIGHLAND CREEK EXPRESS,2024,34.8,
32,Passengers/Vehicle hour,939 FINCH EXPRESS,2019,70.2,
32,Passengers/Vehicle hour,939 FINCH EXPRESS,2020,,0
32,Passengers/Vehicle hour,939 FINCH EXPRESS,2021,34.4,49
32,Passengers/Vehicle hour,939 FINCH EXPRESS,2022,53.8,77
32,Passengers/Vehicle hour,939 FINCH EXPRESS,2023,49.2,70
32,Passengers/Vehicle hour,939 FINCH EXPRESS,2024,49.2,70
32,Passengers/Vehicle hour,941 KEELE EXPRESS,2019,59.3,
32,Passengers/Vehicle hour,941 KEELE EXPRESS,2020,,0
32,Passengers/Vehicle hour,941 KEELE EXPRESS,2021,37.9,64
32,Passengers/Vehicle hour,941 KEELE EXPRESS,2022,50.1,85
32,Passengers/Vehicle hour,941 KEELE EXPRESS,2023,51.9,87
32,Passengers/Vehicle hour,941 KEELE EXPRESS,2024,52.1,88
32,Passengers/Vehicle hour,944 KIPLING SOUTH EXPRESS,2019,59.1,
32,Passengers/Vehicle hour,944 KIPLING SOUTH EXPRESS,2020,,0
32,Passengers/Vehicle hour,944 KIPLING SOUTH EXPRESS,2021,35.8,61
32,Passengers/Vehicle hour,944 KIPLING SOUTH EXPRESS,2022,56.2,95
32,Passengers/Vehicle hour,944 KIPLING SOUTH EXPRESS,2023,58.7,99
32,Passengers/Vehicle hour,944 KIPLING SOUTH EXPRESS,2024,59.4,101
32,Passengers/Vehicle hour,945 KIPLING EXPRESS,2019,71.7,
32,Passengers/Vehicle hour,945 KIPLING EXPRESS,2020,,0
32,Passengers/Vehicle hour,945 KIPLING EXPRESS,2021,41.3,58
32,Passengers/Vehicle hour,945 KIPLING EXPRESS,2022,48.1,67
32,Passengers/Vehicle hour,945 KIPLING EXPRESS,2023,60.1,84
32,Passengers/Vehicle hour,945 KIPLING EXPRESS,2024,72.1,100
32,Passengers/Vehicle hour,952 LAWRENCE WEST EXPRESS,2019,62.2,
32,Passengers/Vehicle hour,952 LAWRENCE WEST EXPRESS,2020,,0
32,Passengers/Vehicle hour,952 LAWRENCE WEST EXPRESS,2021,41.0,66
32,Passengers/Vehicle hour,952 LAWRENCE WEST EXPRESS,2022,52.7,85
32,Passengers/Vehicle hour,952 LAWRENCE WEST EXPRESS,2023,45.5,73
32,Passengers/Vehicle hour,952 LAWRENCE WEST EXPRESS,2024,40.0,64
32,Passengers/Vehicle hour,953 STEELES EAST EXPRESS,2019,34.7,
32,Passengers/Vehicle hour,953 STEELES EAST EXPRESS,2020,,0
32,Passengers/Vehicle hour,953 STEELES EAST EXPRESS,2021,19.6,56
32,Passengers/Vehicle hour,953 STEELES EAST EXPRESS,2022,27.7,80
32,Passengers/Vehicle hour,953 STEELES EAST EXPRESS,2023,71.1,205
32,Passengers/Vehicle hour,953 STEELES EAST EXPRESS,2024,75.7,218
32,Passengers/Vehicle hour,954 LAWRENCE EAST EXPRESS,2019,51.8,
32,Passengers/Vehicle hour,954 LAWRENCE EAST EXPRESS,2020,,0
32,Passengers/Vehicle hour,954 LAWRENCE EAST EXPRESS,2021,31.9,62
32,Passengers/Vehicle hour,954 LAWRENCE EAST EXPRESS,2022,39.4,76
32,Passengers/Vehicle hour,954 LAWRENCE EAST EXPRESS,2023,48.5,94
32,Passengers/Vehicle hour,954 LAWRENCE EAST EXPRESS,2024,41.0,79
32,Passengers/Vehicle hour,960 STEELES WEST EXPRESS,2019,66.0,
32,Passengers/Vehicle hour,960 STEELES WEST EXPRESS,2020,,0
32,Passengers/Vehicle hour,960 STEELES WEST EXPRESS,2021,31.9,48
32,Passengers/Vehicle hour,960 STEELES WEST EXPRESS,2022,47.2,72
32,Passengers/Vehicle hour,960 STEELES WEST EXPRESS,2023,54.5,83
32,Passengers/Vehicle hour,960 STEELES WEST EXPRESS,2024,47.1,71
32,Passengers/Vehicle hour,968 WARDEN EXPRESS,2022,45.2,
32,Passengers/Vehicle hour,968 WARDEN EXPRESS,2023,46.7,
32,Passengers/Vehicle hour,968 WARDEN EXPRESS,2024,43.8,
32,Passengers/Vehicle hour,984 SHEPPARD WEST EXPRESS,2019,91.0,
32,Passengers/Vehicle hour,984 SHEPPARD WEST EXPRESS,2020,,0
32,Passengers/Vehicle hour,984 SHEPPARD WEST EXPRESS,2021,57.7,63
32,Passengers/Vehicle hour,984 SHEPPARD WEST EXPRESS,2022,75.3,83
32,Passengers/Vehicle hour,984 SHEPPARD WEST EXPRESS,2023,83.3,92
32,Passengers/Vehicle hour,984 SHEPPARD WEST EXPRESS,2024,80.6,89
32,Passengers/Vehicle hour,985 SHEPPARD EAST EXPRESS,2019,75.7,
32,Passengers/Vehicle hour,985 SHEPPARD EAST EXPRESS,2020,,0
32,Passengers/Vehicle hour,985 SHEPPARD EAST EXPRESS,2021,49.9,66
32,Passengers/Vehicle hour,985 SHEPPARD EAST EXPRESS,2022,66.6,88
32,Passengers/Vehicle hour,985 SHEPPARD EAST EXPRESS,2023,56.2,74
32,Passengers/Vehicle hour,985 SHEPPARD EAST EXPRESS,2024,66.0,87
32,Passengers/Vehicle hour,986 SCARBOROUGH EXPRESS,2019,64.8,
32,Passengers/Vehicle hour,986 SCARBOROUGH EXPRESS,2020,14.7,23
32,Passengers/Vehicle hour,986 SCARBOROUGH EXPRESS,2021,25.4,39
32,Passengers/Vehicle hour,986 SCARBOROUGH EXPRESS,2022,37.4,58
32,Passengers/Vehicle hour,986 SCARBOROUGH EXPRESS,2023,36.6,57
32,Passengers/Vehicle hour,986 SCARBOROUGH EXPRESS,2024,36.1,56
32,Passengers/Vehicle hour,989 WESTON EXPRESS,2019,48.4,
32,Passengers/Vehicle hour,989 WESTON EXPRESS,2020,,0
