Page,Metric,Route,2019,2020,2021,2022,2023,2024,Recovery_2020_pct,Recovery_2021_pct,Recovery_2022_pct,Recovery_2023_pct,Recovery_2024_pct
34,AM Peak Vehicles,939 FINCH EXPRESS,48,,34,32,40,33,0,71,67,83,69
34,AM Peak Vehicles,941 KEELE EXPRESS,5,,9,7,7,7,0,180,140,140,140
34,AM Peak Vehicles,944 KIPLING SOUTH EXPRESS,4,,4,4,4,4,0,100,100,100,100
34,AM Peak Vehicles,945 KIPLING EXPRESS,9,,12,12,11,6,0,133,133,122,67
34,AM Peak Vehicles,952 LAWRENCE WEST EXPRESS,11,,12,12,14,14,0,109,109,127,127
34,AM Peak Vehicles,953 STEELES EAST EXPRESS,18,,18,18,8,6,0,100,100,44,33
34,AM Peak Vehicles,954 LAWRENCE EAST EXPRESS,9,,9,9,11,11,0,100,100,122,122
34,AM Peak Vehicles,960 STEELES WEST EXPRESS,6,,20,19,21,22,0,333,317,350,367
34,AM Peak Vehicles,968 WARDEN EXPRESS,,,,7,7,6,,,,,
34,AM Peak Vehicles,984 SHEPPARD WEST EXPRESS,8,,8,8,6,6,0,100,100,75,75
34,AM Peak Vehicles,985 SHEPPARD EAST EXPRESS,13,,13,13,20,8,0,100,100,154,62
34,AM Peak Vehicles,986 SCARBOROUGH EXPRESS,8,13,11,11,13,13,163,138,138,163,163
34,AM Peak Vehicles,989 WESTON EXPRESS,8,,8,8,8,8,0,100,100,100,100
34,AM Peak Vehicles,995 YORK MILLS EXPRESS,11,,11,11,8,12,0,100,100,73,109
34,AM Peak Vehicles,996 WILSON EXPRESS,12,,12,12,22,27,0,100,100,183,225
34,AM Peak Vehicles,501 QUEEN,41,13,60,45,24,23,32,146,110,59,56
34,AM Peak Vehicles,501B QUEEN BUS,,,,,18,,,,,,
34,AM Peak Vehicles,503 KINGSTON RD.TRIPPER,17,20,14,14,12,12,118,82,82,71,71
34,AM Peak Vehicles,504 KING,45,21,54,43,30,31,47,120,96,67,69
34,AM Peak Vehicles,504B KING BUS,,,,,8,,,,,,
34,AM Peak Vehicles,505 DUNDAS,27,16,17,15,18,13,59,63,56,67,48
34,AM Peak Vehicles,506 CARLTON,30,30,29,32,17,17,100,97,107,57,57
34,AM Peak Vehicles,507 LONG BRANCH,,,,,8,8,,,,,
34,AM Peak Vehicles,508 LAKESHORE,5,,,,5,5,0,0,0,100,100
34,AM Peak Vehicles,509 HARBOURFRONT,8,8,8,7,6,4,100,100,88,75,50
34,AM Peak Vehicles,510 SPADINA,14,14,14,14,13,26,100,100,100,93,186
34,AM Peak Vehicles,511 BATHURST,12,17,11,11,8,14,142,92,92,67,117
34,AM Peak Vehicles,512 ST.CLAIR,20,16,13,16,30,10,80,65,80,150,50
34,AM Peak Vehicles,All Local Bus Routes,1264,1165,1033,1108,1098,1142,92,82,88,87,90
34,AM Peak Vehicles,All Express Bus Routes,295,40,280,275,304,325,14,95,93,103,110
34,AM Peak Vehicles,All Streetcar Routes,219,155,220,197,197,163,71,100,90,90,74
34,AM Peak Vehicles,All Bus Routes,1559,1205,1313,1383,1402,1467,77,84,89,90,94
34,AM Peak Vehicles,All Surface Routes,1778,1360,1533,1580,1599,1630,76,86,89,90,92
